Date, Time, Open, High, Low, Last, Volume, NumberOfTrades, BidVolume, AskVolume
2018/11/18, 17:00:00, 25385, 25492, 24890, 25042, 248247, 220507, 123999, 124248
2018/11/19, 17:00:00, 25026, 25042, 24355, 24418, 337489, 302005, 169208, 168281
2018/11/20, 17:00:00, 24434, 24659, 24382, 24470, 199438, 180767, 99937, 99501
2018/11/21, 17:00:00, 24478, 24541, 24288, 24324, 60246, 53643, 30660, 29586
2018/11/22, 17:00:00, 24338, 24427, 24246, 24260, 110175, 99788, 55768, 54407
2018/11/25, 17:00:00, 24275, 24664, 24270, 24502, 189175, 166924, 94736, 94439
2018/11/26, 17:00:00, 24504, 24781, 24404, 24773, 230442, 204072, 114926, 115516
2018/11/27, 17:00:00, 24772, 25370, 24727, 25335, 247483, 214059, 123552, 123931
2018/11/28, 17:00:00, 25325, 25483, 25206, 25370, 195037, 175269, 97147, 97890
2018/11/29, 17:00:00, 25378, 25602, 25223, 25588, 166833, 148117, 83745, 83088
2018/12/2, 17:00:00, 25813, 26088, 25685, 25835, 246552, 219052, 122939, 123613
2018/12/3, 17:00:00, 25840, 25840, 24999, 25039, 333419, 298001, 169457, 163962
2018/12/4, 17:00:00, 25023, 25190, 25005, 25156, 45262, 40230, 22435, 22827
2018/12/5, 17:00:00, 25133, 25141, 24256, 24928, 486624, 438278, 245156, 241468
2018/12/6, 17:00:00, 24918, 25114, 24297, 24433, 396520, 360285, 201671, 194849
2018/12/9, 17:00:00, 24313, 24517, 23894, 24475, 431018, 396494, 214999, 216019
2018/12/10, 17:00:00, 24475, 24823, 24231, 24336, 344845, 309936, 171606, 173239
2018/12/11, 17:00:00, 24352, 24844, 24336, 24549, 280409, 253174, 139955, 140454
2018/12/12, 17:00:00, 24574, 24753, 24481, 24573, 267824, 240570, 134176, 133648
2018/12/13, 17:00:00, 24606, 24627, 24057, 24082, 170897, 158079, 85098, 85799
2018/12/16, 17:00:00, 24018, 24241, 23476, 23714, 249250, 225669, 123966, 125284
2018/12/17, 17:00:00, 23703, 23949, 23533, 23576, 274729, 250342, 138232, 136497
2018/12/18, 17:00:00, 23575, 24080, 23170, 23303, 310634, 281373, 156697, 153937
2018/12/19, 17:00:00, 23313, 23436, 22639, 23048, 451620, 408229, 229696, 221924
2018/12/20, 17:00:00, 23040, 23249, 22369, 22468, 422743, 380584, 212116, 210627
2018/12/23, 17:00:00, 22379, 22572, 21681, 21697, 246364, 220270, 125203, 121161
2018/12/25, 17:00:00, 21730, 22969, 21452, 22872, 358779, 318553, 179181, 179598
2018/12/26, 17:00:00, 22875, 23200, 22242, 23100, 356526, 320700, 178717, 177809
2018/12/27, 17:00:00, 23118, 23372, 22957, 23047, 314836, 287616, 157189, 157647
2018/12/30, 17:00:00, 23134, 23352, 23090, 23320, 171401, 153893, 86279, 85122
2019/1/1, 17:00:00, 23320, 23417, 22786, 23116, 314158, 279774, 157444, 156714
2019/1/2, 17:00:00, 23065, 23123, 22615, 22693, 342418, 304854, 172055, 170363
2019/1/3, 17:00:00, 22708, 23504, 22563, 23384, 318999, 282763, 159440, 159559
2019/1/6, 17:00:00, 23470, 23668, 23279, 23540, 235310, 205304, 117427, 117883
2019/1/7, 17:00:00, 23530, 23848, 23497, 23729, 244146, 213424, 121919, 122227
2019/1/8, 17:00:00, 23724, 23966, 23712, 23844, 233821, 202442, 116297, 117524
2019/1/9, 17:00:00, 23826, 23999, 23640, 23964, 228605, 199730, 113393, 115212
2019/1/10, 17:00:00, 23958, 23994, 23765, 23959, 173543, 154232, 87486, 86057
2019/1/13, 17:00:00, 23919, 23937, 23696, 23870, 161343, 139371, 80313, 81030
2019/1/14, 17:00:00, 23867, 24073, 23825, 23992, 222034, 194801, 110569, 111465
2019/1/15, 17:00:00, 23981, 24259, 23959, 24162, 183773, 158098, 91984, 91789
2019/1/16, 17:00:00, 24160, 24449, 24010, 24348, 199994, 175279, 99573, 100421
2019/1/17, 17:00:00, 24336, 24745, 24298, 24737, 214553, 190279, 106426, 108127
2019/1/20, 17:00:00, 24690, 24702, 24528, 24615, 43362, 39753, 22029, 21333
2019/1/21, 17:00:00, 24583, 24644, 24216, 24405, 236857, 208116, 118266, 118591
2019/1/22, 17:00:00, 24390, 24673, 24276, 24538, 249818, 216644, 123395, 126423
2019/1/23, 17:00:00, 24512, 24608, 24386, 24487, 208860, 184222, 103890, 104970
2019/1/24, 17:00:00, 24476, 24830, 24458, 24727, 193893, 173497, 96142, 97751
2019/1/27, 17:00:00, 24665, 24712, 24284, 24459, 210398, 190083, 106109, 104289
2019/1/28, 17:00:00, 24458, 24638, 24350, 24622, 180153, 162946, 89305, 90848
2019/1/29, 17:00:00, 24635, 25068, 24540, 24976, 241634, 214685, 120510, 121124
2019/1/30, 17:00:00, 24931, 25046, 24796, 25035, 229230, 202938, 114497, 114733
2019/1/31, 17:00:00, 25015, 25143, 24933, 25001, 200505, 181822, 102083, 98422
2019/2/3, 17:00:00, 24939, 25198, 24924, 25170, 138825, 122454, 69465, 69360
2019/2/4, 17:00:00, 25170, 25374, 25141, 25320, 158312, 138865, 78310, 80002
2019/2/5, 17:00:00, 25325, 25387, 25257, 25314, 156645, 140425, 79018, 77627
2019/2/6, 17:00:00, 25311, 25331, 24965, 25121, 274254, 243836, 137706, 136548
2019/2/7, 17:00:00, 25118, 25124, 24862, 25101, 221542, 198379, 110373, 111169
2019/2/10, 17:00:00, 25089, 25226, 24981, 25019, 183733, 163595, 91984, 91749
2019/2/11, 17:00:00, 25012, 25439, 25002, 25410, 172576, 150419, 86051, 86525
2019/2/12, 17:00:00, 25396, 25606, 25385, 25483, 169625, 150951, 84910, 84715
2019/2/13, 17:00:00, 25496, 25622, 25304, 25406, 240538, 216183, 120872, 119666
2019/2/14, 17:00:00, 25407, 25907, 25275, 25901, 216246, 192985, 107153, 109093
2019/2/17, 17:00:00, 25886, 25950, 25847, 25902, 43649, 39660, 22050, 21599
2019/2/18, 17:00:00, 25897, 25957, 25789, 25878, 162592, 142869, 81170, 81422
2019/2/19, 17:00:00, 25880, 25985, 25825, 25961, 187276, 166672, 93324, 93952
2019/2/20, 17:00:00, 25964, 26082, 25753, 25833, 206716, 185934, 104269, 102447
2019/2/21, 17:00:00, 25833, 26044, 25805, 26042, 178931, 155990, 88561, 90370
2019/2/24, 17:00:00, 26074, 26238, 26040, 26086, 175239, 153705, 87077, 88162
2019/2/25, 17:00:00, 26096, 26150, 25954, 26016, 193204, 170849, 96121, 97083
2019/2/26, 17:00:00, 26009, 26056, 25872, 26030, 172831, 150449, 86727, 86104
2019/2/27, 17:00:00, 26028, 26028, 25878, 25929, 179518, 157917, 90002, 89516
2019/2/28, 17:00:00, 25923, 26143, 25894, 26048, 176959, 152092, 88089, 88870
2019/3/3, 17:00:00, 26107, 26171, 25605, 25806, 292109, 253829, 146887, 145222
2019/3/4, 17:00:00, 25809, 25890, 25721, 25799, 172216, 153820, 85703, 86513
2019/3/5, 17:00:00, 25790, 25832, 25625, 25668, 195464, 167418, 98274, 97190
2019/3/6, 17:00:00, 25668, 25707, 25338, 25460, 265818, 229095, 136881, 128937
2019/3/7, 17:00:00, 25496, 25555, 25246, 25555, 157077, 145254, 78187, 78890
2019/3/10, 17:00:00, 25476, 25728, 25251, 25703, 173883, 150689, 87592, 86291
2019/3/11, 17:00:00, 25704, 25794, 25547, 25622, 170201, 151776, 85092, 85109
2019/3/12, 17:00:00, 25611, 25813, 25495, 25785, 190566, 164511, 93771, 96795
2019/3/13, 17:00:00, 25787, 25829, 25653, 25746, 151832, 129563, 75223, 76609
2019/3/14, 17:00:00, 25744, 25961, 25678, 25898, 210784, 180827, 104471, 106313
2019/3/17, 17:00:00, 25862, 25976, 25810, 25961, 138434, 121534, 68993, 69441
2019/3/18, 17:00:00, 25967, 26145, 25847, 25911, 201437, 172705, 100340, 101097
2019/3/19, 17:00:00, 25913, 25967, 25696, 25701, 234571, 208230, 118013, 116558
2019/3/20, 17:00:00, 25702, 26044, 25608, 25987, 227511, 193972, 111995, 115516
2019/3/21, 17:00:00, 25982, 26036, 25529, 25542, 291354, 262275, 144784, 146570
2019/3/24, 17:00:00, 25573, 25647, 25377, 25582, 246424, 222386, 122886, 123538
2019/3/25, 17:00:00, 25596, 25822, 25561, 25672, 196667, 176809, 98897, 97770
2019/3/26, 17:00:00, 25676, 25781, 25441, 25629, 242531, 219332, 121421, 121110
2019/3/27, 17:00:00, 25622, 25762, 25526, 25748, 181635, 164615, 91206, 90429
2019/3/28, 17:00:00, 25730, 25964, 25723, 25950, 191029, 166883, 95151, 95878
2019/3/31, 17:00:00, 25976, 26288, 25976, 26246, 157422, 137747, 77724, 79698
2019/4/1, 17:00:00, 26235, 26280, 26126, 26143, 153717, 130451, 77001, 76716
2019/4/2, 17:00:00, 26146, 26302, 26133, 26245, 175115, 151020, 87140, 87975
2019/4/3, 17:00:00, 26292, 26410, 26196, 26388, 173243, 147892, 86126, 87117
2019/4/4, 17:00:00, 26388, 26509, 26362, 26379, 157483, 136781, 78829, 78654
2019/4/7, 17:00:00, 26389, 26412, 26248, 26343, 132911, 114382, 67823, 65088
2019/4/8, 17:00:00, 26345, 26349, 26104, 26146, 156339, 131555, 79697, 76642
2019/4/9, 17:00:00, 26144, 26233, 26107, 26177, 129601, 112810, 64935, 64666
2019/4/10, 17:00:00, 26189, 26229, 26060, 26160, 156453, 133557, 78328, 78125
2019/4/11, 17:00:00, 26153, 26441, 26141, 26415, 172637, 146670, 85336, 87301
2019/4/14, 17:00:00, 26406, 26476, 26317, 26388, 135373, 119386, 68634, 66739
2019/4/15, 17:00:00, 26390, 26554, 26377, 26436, 189049, 154763, 94635, 94414
2019/4/16, 17:00:00, 26430, 26518, 26383, 26439, 182863, 158903, 91570, 91293
2019/4/17, 17:00:00, 26434, 26599, 26311, 26567, 180491, 158395, 90111, 90380
2019/4/21, 17:00:00, 26565, 26629, 26448, 26512, 122906, 101822, 60539, 62367
2019/4/22, 17:00:00, 26521, 26689, 26462, 26645, 163529, 136983, 79678, 83851
2019/4/23, 17:00:00, 26651, 26694, 26518, 26524, 139849, 122316, 70389, 69460
2019/4/24, 17:00:00, 26536, 26577, 26292, 26424, 189462, 162215, 96060, 93402
2019/4/25, 17:00:00, 26415, 26530, 26346, 26492, 168312, 145859, 84297, 84015
2019/4/28, 17:00:00, 26500, 26584, 26484, 26566, 116962, 103610, 58566, 58396
2019/4/29, 17:00:00, 26562, 26653, 26398, 26639, 184996, 160972, 92646, 92350
2019/4/30, 17:00:00, 26646, 26691, 26333, 26340, 177882, 153504, 90348, 87534
2019/5/1, 17:00:00, 26339, 26461, 26148, 26275, 257853, 219584, 129243, 128610
2019/5/2, 17:00:00, 26273, 26518, 26245, 26517, 169152, 142171, 85210, 83942
2019/5/5, 17:00:00, 26284, 26447, 25932, 26202, 282435, 243982, 142253, 140182
2019/5/6, 17:00:00, 26220, 26394, 25751, 25970, 375965, 319068, 188837, 187128
2019/5/7, 17:00:00, 25947, 26079, 25799, 25992, 304712, 266800, 153076, 151636
2019/5/8, 17:00:00, 25983, 25994, 25500, 25806, 363728, 312796, 182400, 181328
2019/5/9, 17:00:00, 25796, 26016, 25464, 25960, 365328, 324036, 182846, 182482
2019/5/12, 17:00:00, 25764, 25818, 25215, 25296, 356214, 317918, 178797, 177417
2019/5/13, 17:00:00, 25278, 25677, 25217, 25574, 248647, 211187, 123883, 124764
2019/5/14, 17:00:00, 25569, 25714, 25326, 25666, 252724, 217441, 124769, 127955
2019/5/15, 17:00:00, 25670, 25955, 25554, 25876, 230081, 195970, 113932, 116149
2019/5/16, 17:00:00, 25879, 25949, 25628, 25769, 279135, 242202, 139963, 139172
2019/5/19, 17:00:00, 25776, 25901, 25554, 25719, 246204, 221231, 123587, 122617
2019/5/20, 17:00:00, 25719, 25895, 25711, 25858, 206708, 176703, 102331, 104377
2019/5/21, 17:00:00, 25860, 25904, 25733, 25767, 194581, 168761, 96992, 97589
2019/5/22, 17:00:00, 25779, 25779, 25320, 25496, 297563, 254942, 148340, 149223
2019/5/23, 17:00:00, 25494, 25664, 25457, 25611, 199488, 172372, 99387, 100101
2019/5/26, 17:00:00, 25609, 25697, 25583, 25648, 44359, 39644, 22192, 22167
2019/5/27, 17:00:00, 25639, 25717, 25330, 25367, 218428, 182613, 109121, 109307
2019/5/28, 17:00:00, 25355, 25377, 24937, 25109, 298748, 255538, 149672, 149076
2019/5/29, 17:00:00, 25106, 25218, 25057, 25186, 201242, 173419, 100876, 100366
2019/5/30, 17:00:00, 25178, 25191, 24789, 24805, 276269, 240899, 139610, 136659
2019/6/2, 17:00:00, 24743, 24938, 24610, 24912, 320928, 280275, 159898, 161030
2019/6/3, 17:00:00, 24917, 25364, 24825, 25361, 250188, 214064, 123708, 126480
2019/6/4, 17:00:00, 25349, 25573, 25344, 25563, 218862, 193317, 109674, 109188
2019/6/5, 17:00:00, 25530, 25807, 25437, 25704, 201431, 177980, 100213, 101218
2019/6/6, 17:00:00, 25701, 26085, 25683, 26029, 201406, 171599, 99498, 101908
2019/6/9, 17:00:00, 26150, 26289, 26048, 26099, 181477, 156609, 91469, 90008
2019/6/10, 17:00:00, 26100, 26261, 26009, 26068, 178497, 148971, 89065, 89432
2019/6/11, 17:00:00, 26064, 26098, 25961, 26016, 151507, 130240, 76437, 75070
2019/6/12, 17:00:00, 26020, 26153, 25891, 26134, 170833, 147615, 85535, 85298
2019/6/13, 17:00:00, 26139, 26182, 26008, 26139, 108194, 96656, 54098, 54096
2019/6/16, 17:00:00, 26129, 26218, 26064, 26151, 100559, 90799, 50107, 50452
2019/6/17, 17:00:00, 26158, 26550, 26074, 26501, 185618, 164852, 91229, 94389
2019/6/18, 17:00:00, 26480, 26588, 26431, 26529, 180749, 156686, 90071, 90678
2019/6/19, 17:00:00, 26521, 26812, 26514, 26765, 205026, 169358, 102035, 102991
2019/6/20, 17:00:00, 26757, 26922, 26671, 26672, 202080, 165468, 100244, 101836
2019/6/23, 17:00:00, 26674, 26815, 26662, 26753, 136357, 110456, 67739, 68618
2019/6/24, 17:00:00, 26758, 26827, 26539, 26569, 210763, 183394, 106404, 104359
2019/6/25, 17:00:00, 26567, 26703, 26509, 26521, 179498, 156521, 89990, 89508
2019/6/26, 17:00:00, 26521, 26665, 26445, 26552, 167998, 141151, 83876, 84122
2019/6/27, 17:00:00, 26563, 26672, 26521, 26651, 158027, 128653, 79258, 78769
2019/6/30, 17:00:00, 26816, 26896, 26609, 26699, 200124, 175126, 100256, 99868
2019/7/1, 17:00:00, 26695, 26805, 26621, 26797, 161842, 130386, 80919, 80923
2019/7/2, 17:00:00, 26798, 26982, 26750, 26978, 117060, 96231, 57976, 59084
2019/7/3, 17:00:00, 26973, 27009, 26939, 26988, 25199, 22636, 12705, 12494
2019/7/4, 17:00:00, 26989, 27004, 26728, 26901, 174527, 143185, 87216, 87311
2019/7/7, 17:00:00, 26890, 26924, 26742, 26793, 147075, 119722, 74289, 72786
2019/7/8, 17:00:00, 26794, 26807, 26657, 26786, 150776, 123162, 75276, 75500
2019/7/9, 17:00:00, 26782, 26983, 26688, 26856, 209397, 168176, 105068, 104329
2019/7/10, 17:00:00, 26859, 27092, 26851, 27082, 184559, 147864, 92617, 91942
2019/7/11, 17:00:00, 27072, 27330, 27070, 27311, 146862, 120508, 72071, 74791
2019/7/14, 17:00:00, 27303, 27397, 27263, 27338, 129700, 107695, 65003, 64697
2019/7/15, 17:00:00, 27346, 27396, 27280, 27318, 134494, 110904, 67489, 67005
2019/7/16, 17:00:00, 27318, 27377, 27184, 27184, 135788, 109224, 69251, 66537
2019/7/17, 17:00:00, 27164, 27304, 27057, 27294, 189940, 156002, 94730, 95210
2019/7/18, 17:00:00, 27305, 27342, 27071, 27080, 193780, 158677, 97688, 96092
2019/7/21, 17:00:00, 27106, 27216, 27078, 27169, 144204, 121518, 71534, 72670
2019/7/22, 17:00:00, 27174, 27358, 27159, 27307, 137399, 117366, 67323, 70076
2019/7/23, 17:00:00, 27306, 27346, 27175, 27240, 154943, 128548, 77707, 77236
2019/7/24, 17:00:00, 27250, 27349, 27040, 27087, 195929, 162333, 97981, 97948
2019/7/25, 17:00:00, 27084, 27193, 27077, 27141, 119770, 99057, 59299, 60471
2019/7/28, 17:00:00, 27143, 27255, 27112, 27213, 110335, 90014, 54833, 55502
2019/7/29, 17:00:00, 27218, 27252, 27042, 27203, 147507, 124626, 73763, 73744
2019/7/30, 17:00:00, 27208, 27258, 26693, 26788, 238848, 201886, 122147, 116701
2019/7/31, 17:00:00, 26750, 27147, 26512, 26520, 351976, 306612, 177245, 174731
2019/8/1, 17:00:00, 26517, 26663, 26213, 26453, 357449, 321393, 179058, 178391
2019/8/4, 17:00:00, 26431, 26460, 25475, 25507, 398082, 349811, 201495, 196587
2019/8/5, 17:00:00, 25458, 25998, 25032, 25920, 354771, 317556, 176810, 177961
2019/8/6, 17:00:00, 25897, 26035, 25392, 25932, 351067, 311389, 175934, 175133
2019/8/7, 17:00:00, 25935, 26373, 25846, 26361, 225246, 196291, 109720, 115526
2019/8/8, 17:00:00, 26286, 26394, 26074, 26296, 259283, 233712, 129530, 129753
2019/8/11, 17:00:00, 26263, 26353, 25803, 25883, 215104, 193779, 107789, 107315
2019/8/12, 17:00:00, 25872, 26408, 25750, 26315, 290883, 262662, 144015, 146868
2019/8/13, 17:00:00, 26302, 26352, 25410, 25412, 339140, 304962, 170983, 168157
2019/8/14, 17:00:00, 25373, 25707, 25226, 25604, 326251, 292543, 162341, 163910
2019/8/15, 17:00:00, 25585, 25929, 25576, 25913, 196189, 175568, 97644, 98545
2019/8/18, 17:00:00, 25912, 26237, 25912, 26116, 151717, 131349, 76313, 75404
2019/8/19, 17:00:00, 26102, 26198, 25885, 25892, 157351, 141280, 79258, 78093
2019/8/20, 17:00:00, 25883, 26265, 25872, 26257, 139778, 123347, 70028, 69750
2019/8/21, 17:00:00, 26244, 26375, 26086, 26209, 175508, 156724, 88550, 86958
2019/8/22, 17:00:00, 26225, 26347, 25492, 25634, 339061, 302467, 170259, 168802
2019/8/25, 17:00:00, 25462, 25986, 25266, 25915, 279108, 246673, 137858, 141250
2019/8/26, 17:00:00, 25924, 26069, 25711, 25764, 236021, 207970, 117497, 118524
2019/8/27, 17:00:00, 25756, 26044, 25620, 25992, 209786, 183069, 104483, 105303
2019/8/28, 17:00:00, 25992, 26407, 25930, 26360, 185912, 159414, 93857, 92055
2019/8/29, 17:00:00, 26366, 26559, 26299, 26399, 191803, 166478, 95040, 96763
2019/9/1, 17:00:00, 26243, 26372, 26071, 26177, 52558, 45135, 26198, 26360
2019/9/2, 17:00:00, 26180, 26305, 25977, 26108, 233119, 208360, 117665, 115454
2019/9/3, 17:00:00, 26102, 26388, 26083, 26374, 174874, 143763, 86198, 88676
2019/9/4, 17:00:00, 26372, 26844, 26355, 26690, 221445, 184837, 111112, 110333
2019/9/5, 17:00:00, 26688, 26869, 26686, 26838, 142128, 123373, 71399, 70729
2019/9/8, 17:00:00, 26807, 26913, 26771, 26852, 135893, 114616, 68418, 67475
2019/9/9, 17:00:00, 26853, 26919, 26717, 26910, 170309, 152532, 84827, 85482
2019/9/10, 17:00:00, 26901, 27169, 26849, 27153, 158113, 134532, 79122, 78991
2019/9/11, 17:00:00, 27158, 27320, 27110, 27173, 193058, 170083, 96580, 96478
2019/9/12, 17:00:00, 27194, 27326, 27193, 27230, 86470, 77024, 42263, 44207
2019/9/15, 17:00:00, 27120, 27174, 27009, 27112, 110588, 99502, 55753, 54835
2019/9/16, 17:00:00, 27112, 27135, 26982, 27113, 110312, 97245, 54564, 55748
2019/9/17, 17:00:00, 27115, 27182, 26900, 27153, 131273, 113945, 64829, 66444
2019/9/18, 17:00:00, 27170, 27262, 26991, 27081, 132150, 113512, 65958, 66192
2019/9/19, 17:00:00, 27082, 27176, 26875, 26894, 157136, 132800, 78497, 78639
2019/9/22, 17:00:00, 26923, 27045, 26803, 26996, 147349, 123772, 73367, 73982
2019/9/23, 17:00:00, 27006, 27112, 26686, 26855, 239228, 207776, 120496, 118732
2019/9/24, 17:00:00, 26833, 27015, 26715, 26957, 198278, 171979, 98621, 99657
2019/9/25, 17:00:00, 26962, 27042, 26782, 26883, 181077, 158536, 91505, 89572
2019/9/26, 17:00:00, 26896, 26992, 26689, 26843, 224222, 191901, 112514, 111708
2019/9/29, 17:00:00, 26898, 26971, 26804, 26955, 131283, 114094, 66373, 64910
2019/9/30, 17:00:00, 26961, 27040, 26515, 26553, 202443, 176982, 102074, 100369
2019/10/1, 17:00:00, 26553, 26617, 25931, 26004, 236230, 208186, 120551, 115679
2019/10/2, 17:00:00, 26003, 26186, 25703, 26170, 269688, 236453, 135263, 134425
2019/10/3, 17:00:00, 26160, 26549, 26060, 26518, 186675, 160837, 91685, 94990
2019/10/6, 17:00:00, 26372, 26615, 26339, 26423, 155717, 134694, 77872, 77845
2019/10/7, 17:00:00, 26418, 26549, 26092, 26142, 233160, 204041, 117027, 116133
2019/10/8, 17:00:00, 26139, 26400, 26086, 26327, 163815, 145271, 81592, 82223
2019/10/9, 17:00:00, 26322, 26599, 25983, 26566, 218702, 193741, 107846, 110856
2019/10/10, 17:00:00, 26544, 26975, 26496, 26781, 236698, 208505, 117114, 119584
2019/10/13, 17:00:00, 26761, 26894, 26637, 26752, 122841, 110869, 62383, 60458
2019/10/14, 17:00:00, 26751, 27079, 26750, 26991, 151241, 132119, 75403, 75838
2019/10/15, 17:00:00, 27000, 27017, 26890, 26931, 136324, 120220, 68444, 67880
2019/10/16, 17:00:00, 26933, 27088, 26876, 26997, 143757, 126199, 72924, 70833
2019/10/17, 17:00:00, 26995, 27023, 26726, 26769, 147815, 130109, 74500, 73315
2019/10/20, 17:00:00, 26725, 26837, 26701, 26797, 112024, 97433, 55776, 56248
2019/10/21, 17:00:00, 26798, 26904, 26715, 26732, 142547, 121960, 71095, 71452
2019/10/22, 17:00:00, 26752, 26852, 26588, 26795, 146469, 127571, 72910, 73559
2019/10/23, 17:00:00, 26819, 26872, 26655, 26744, 151885, 127822, 76688, 75197
2019/10/24, 17:00:00, 26776, 26967, 26710, 26905, 129193, 107985, 64064, 65129
2019/10/27, 17:00:00, 26931, 27120, 26926, 27040, 137384, 109877, 68468, 68916
2019/10/28, 17:00:00, 27062, 27111, 26967, 27049, 124743, 107397, 61738, 63005
2019/10/29, 17:00:00, 27053, 27230, 26940, 27180, 145381, 123502, 71542, 73839
2019/10/30, 17:00:00, 27172, 27180, 26847, 26979, 196221, 169314, 97689, 98532
2019/10/31, 17:00:00, 26992, 27278, 26959, 27264, 156636, 124678, 78089, 78547
2019/11/3, 17:00:00, 27278, 27450, 27274, 27388, 135036, 109100, 67858, 67178
2019/11/4, 17:00:00, 27402, 27493, 27366, 27418, 126790, 105150, 62862, 63928
2019/11/5, 17:00:00, 27420, 27470, 27337, 27444, 129184, 105787, 64534, 64650
2019/11/6, 17:00:00, 27454, 27739, 27390, 27683, 159229, 131789, 78300, 80929
2019/11/7, 17:00:00, 27672, 27717, 27541, 27642, 125862, 104460, 63833, 62029
2019/11/10, 17:00:00, 27645, 27673, 27470, 27661, 121434, 98440, 59881, 61553
2019/11/11, 17:00:00, 27658, 27732, 27597, 27648, 134067, 104932, 66990, 67077
2019/11/12, 17:00:00, 27661, 27771, 27524, 27767, 160146, 126035, 80312, 79834
2019/11/13, 17:00:00, 27772, 27806, 27633, 27750, 142581, 112423, 71242, 71339
2019/11/14, 17:00:00, 27750, 27971, 27736, 27960, 136011, 108023, 66968, 69043
2019/11/17, 17:00:00, 27960, 28059, 27926, 28014, 127461, 108505, 63516, 63945
2019/11/18, 17:00:00, 28013, 28128, 27851, 27881, 151282, 122779, 76946, 74336
2019/11/19, 17:00:00, 27884, 27884, 27643, 27801, 189257, 156177, 94713, 94544
2019/11/20, 17:00:00, 27726, 27846, 27654, 27747, 162992, 137248, 81841, 81151
2019/11/21, 17:00:00, 27754, 27884, 27722, 27859, 127903, 105501, 63803, 64100
2019/11/24, 17:00:00, 27927, 28045, 27904, 28027, 95473, 75203, 46551, 48922
2019/11/25, 17:00:00, 28025, 28149, 27999, 28132, 118171, 95513, 59548, 58623
2019/11/26, 17:00:00, 28122, 28173, 28058, 28151, 99027, 79109, 49105, 49922
2019/11/27, 17:00:00, 28150, 28158, 28044, 28104, 30132, 26150, 15281, 14851
2019/11/28, 17:00:00, 28107, 28122, 28042, 28065, 69929, 59311, 35388, 34541
2019/12/1, 17:00:00, 28082, 28197, 27772, 27774, 225626, 182144, 112922, 112704
2019/12/2, 17:00:00, 27788, 27847, 27312, 27490, 258350, 227062, 128381, 129969
2019/12/3, 17:00:00, 27478, 27727, 27397, 27640, 180074, 149440, 89097, 90977
2019/12/4, 17:00:00, 27644, 27773, 27558, 27685, 164050, 136451, 82214, 81836
2019/12/5, 17:00:00, 27688, 28039, 27675, 28027, 149508, 120658, 74305, 75203
2019/12/8, 17:00:00, 28020, 28047, 27878, 27896, 107450, 88334, 54786, 52664
2019/12/9, 17:00:00, 27901, 27959, 27726, 27926, 164470, 138564, 81750, 82720
2019/12/10, 17:00:00, 27924, 27981, 27804, 27932, 137054, 114214, 67574, 69480
2019/12/11, 17:00:00, 27933, 28230, 27856, 28150, 230397, 198809, 114560, 115837
2019/12/12, 17:00:00, 28171, 28307, 28041, 28171, 167934, 152351, 82262, 85672
2019/12/15, 17:00:00, 28188, 28350, 28154, 28241, 121860, 107011, 62323, 59537
2019/12/16, 17:00:00, 28263, 28345, 28181, 28268, 121725, 104372, 60808, 60917
2019/12/17, 17:00:00, 28267, 28335, 28245, 28288, 105220, 88729, 52674, 52546
2019/12/18, 17:00:00, 28290, 28423, 28254, 28409, 124150, 102590, 60577, 63573
2019/12/19, 17:00:00, 28415, 28526, 28377, 28473, 144508, 119737, 72294, 72214
2019/12/22, 17:00:00, 28491, 28583, 28475, 28559, 92191, 80188, 46462, 45729
2019/12/23, 17:00:00, 28560, 28588, 28499, 28508, 44125, 37761, 22468, 21657
2019/12/25, 17:00:00, 28518, 28624, 28510, 28600, 58115, 51231, 28475, 29640
2019/12/26, 17:00:00, 28603, 28721, 28596, 28607, 119333, 102604, 59892, 59441
2019/12/29, 17:00:00, 28618, 28660, 28403, 28438, 161159, 133834, 80956, 80203
2019/12/30, 17:00:00, 28427, 28553, 28341, 28548, 125735, 107062, 62662, 63073
2020/1/1, 17:00:00, 28553, 28871, 28538, 28868, 182062, 144377, 90347, 91715
2020/1/2, 17:00:00, 28844, 28893, 28431, 28603, 243362, 215890, 123780, 119582
2020/1/5, 17:00:00, 28494, 28700, 28351, 28627, 218673, 183847, 108288, 110385
2020/1/6, 17:00:00, 28636, 28739, 28446, 28502, 196230, 167917, 98280, 97950
2020/1/7, 17:00:00, 28502, 28833, 28084, 28763, 336593, 288575, 167980, 168613
2020/1/8, 17:00:00, 28772, 28953, 28745, 28924, 181571, 150649, 90246, 91325
2020/1/9, 17:00:00, 28930, 29022, 28751, 28772, 183352, 149075, 92881, 90471
2020/1/12, 17:00:00, 28775, 28907, 28775, 28862, 141603, 117578, 70964, 70639
2020/1/13, 17:00:00, 28874, 29015, 28737, 28928, 231830, 190115, 117044, 114786
2020/1/14, 17:00:00, 28934, 29090, 28838, 29035, 224002, 184269, 113148, 110854
2020/1/15, 17:00:00, 29034, 29263, 29032, 29258, 152806, 123491, 75714, 77092
2020/1/16, 17:00:00, 29245, 29362, 29242, 29272, 170052, 138501, 85212, 84840
2020/1/19, 17:00:00, 29280, 29318, 29229, 29293, 29913, 26233, 14778, 15135
2020/1/20, 17:00:00, 29296, 29301, 29108, 29174, 207485, 169560, 105092, 102393
2020/1/21, 17:00:00, 29177, 29309, 29093, 29105, 192685, 152340, 95679, 97006
